Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1991,1992-03-20,Wyckoff Development Co.,Steuben,JASPER,WYCKOFF,ORISKANY,0,0,1,1,0,0,NO,0,18792,10,0,GK,"JASPER, NY
(42.12254, -77.503328)"
1991,1992-03-02,"Reserve Gas Company, Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,1,2,0,0,NO,0,321,0,0,GN,"NEWSTEAD, NY
(43.021136, -78.495603)"
1991,1992-01-13,"Pero Farms, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,25,0,0,unknown,"BRANT, NY
(42.58859, -79.044449)"
1991,1992-03-17,"Universal Resources Holdings, Incorporated",Chautauqua,HANOVER,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,5186,80,0,GK,"HANOVER, NY
(42.9669, -75.378098)"
1992,1993-06-10,"Gleason, Charlotte",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,3,0,0,0,0,0,NO,23,4,1,4,unknown,"ANDOVER, NY
(42.156405, -77.795231)"
1992,1993-04-06,"Empire Exploration, Inc.",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,4389,68,4389,GX,"GERRY, NY
(42.194749, -79.250394)"
1992,1993-03-26,"Chapman-Bay Energy Co., Inc.",Erie,ORCHARD PARK,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,3855,0,3651,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1991,1992-02-11,Pennsylvania General Energy,Cattaraugus,OLEAN,FIVE MILE,CHIPMUNK,9,0,0,0,0,0,NO,8,7,8,0,OB,"OLEAN, NY
(42.077495, -78.429849)"
1991,1992-03-16,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,0,0,10,0,0,0,NO,38,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1991,1992-02-19,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,21,69,0,0,21,0,NO,8517,0,195047,0,"GK,OA","CARROLLTON, NY
(42.023289, -78.628438)"
1992,1993-04-06,"Empire Exploration, Inc.",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,17882,313,17832,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1992,1993-04-02,"Ebenezer Oil Co., Inc.",Allegany,BOLIVAR,RICHBURG,RICHBURG,27,7,0,0,0,0,NO,1737,0,7262,0,"OB,OC","BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-30,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,LAKESHORE,MEDINA,0,0,7,0,0,0,NO,0,5827,0,5827,GK,"CHARLOTTE, NY
(43.255001, -77.617203)"
1991,1992-01-13,"Stuck, Marion",Allegany,BOLIVAR,RICHBURG,RICHBURG,4,0,0,0,0,0,NO,32,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-09,"Bounty Group, Inc.",Chautauqua,POLAND,LAKESHORE,MEDINA,0,0,4,1,0,0,NO,0,7084,1000,7084,GH,"POLAND, NY
(43.226463, -75.062063)"
1992,2001-08-22,"Geo Ventures, Inc.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1866,250,1866,GK,"SHERMAN, NY
(42.159351, -79.595176)"
1991,1992-02-20,Sisters of St. Joseph,Erie,CLARENCE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,311,0,0,unknown,"CLARENCE, NY
(42.980973, -78.587248)"
1991,1992-03-31,"Weil Resources, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"BRANT, NY
(42.58859, -79.044449)"
1991,1992-03-03,P & G Oil Co.,Allegany,WILLING,FULMER VALLEY,RICHBURG,0,2,0,0,0,0,INACTIVE,0,0,0,0,OB,"WILLING, NY
(42.085346, -77.922864)"
1991,1992-01-21,"Wasson, Lisa J.",Livingston,LEICESTER,LEICESTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"LEICESTER, NY
(42.772104, -77.898295)"
1992,1993-04-27,"GFS Energy, Inc.",Steuben,CANISTEO,COLONEL BILLS CREEK,UPPER DEVONIAN,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"CANISTEO, NY
(42.270141, -77.605426)"
1992,1993-04-07,"Barry Resources, Inc.",Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,0,17,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1991,1992-03-24,Terra Energy,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,8,0,0,0,NO,0,16044,970,0,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-04-19,"Barnes, Gertrude",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,0,1,0,0,0,0,INACTIVE,0,0,0,0,unknown,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-08-12,"Fairmont Oil Co., Inc.",Cattaraugus,FARMERSVILLE,FARMERSVILLE,BRADFORD,0,2,0,0,0,0,INACTIVE,0,0,0,0,unknown,"FARMERSVILLE, NY
(42.387259, -78.377183)"
1991,1992-03-17,"Universal Resources Holdings, Incorporated",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,7255,0,0,GK,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1991,1992-01-10,"Vanderbosch, Robert & Madelyn",Cattaraugus,OTTO,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"OTTO, NY
(42.35589, -78.832619)"
1992,1993-04-08,Big Tree Energy Partners,Livingston,LEICESTER,SILVER LAKE,MEDINA,0,0,8,1,0,0,NO,0,55780,0,55780,GP,"LEICESTER, NY
(42.772104, -77.898295)"
1992,1993-04-26,Evans-Brant (Lake Shore) Central School District,Erie,EVANS,LAKEVIEW,MEDINA,0,0,4,0,0,0,YES,0,11063,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1992,1993-04-06,"Chautauqua Natural Gas Co., Inc",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,1,1,0,0,NO,0,227,0,227,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1991,1992-02-25,"Trahan Petroleum, Inc.",Chautauqua,ELLINGTON,LAKESHORE,MEDINA,0,0,107,13,0,0,NO,0,194803,380,0,GX,"ELLINGTON, NY
(42.215868, -79.108075)"
1991,1992-04-01,TGX Corp.,Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,73,9,0,0,NO,0,324511,2667,0,"GH,GK","WESTFIELD, NY
(42.324884, -79.573821)"
1992,1993-04-28,Eye Petroleum Association,Erie,EDEN,BRANT-EDEN,MEDINA,0,0,12,0,0,0,NO,0,16807,127,14979,"GD,GK","EDEN, NY
(42.652413, -78.896936)"
1992,1993-04-26,"Eastern States Energy, Inc.",Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,2240,20,2027,GW,"HAMBURG, NY
(42.723291, -78.839026)"
1992,1993-04-02,Case Oil Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,0,6,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1991,1992-03-25,U S Energy Development Corp.,Cattaraugus,OTTO,LAKESHORE,MEDINA,0,0,10,0,0,0,NO,0,53681,27,0,GK,"OTTO, NY
(42.35589, -78.832619)"
1992,1993-04-09,Dragon Eye Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,104,0,0,0,0,0,NO,301,0,230,0,"OB,OC","BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-13,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,10,0,0,0,0,0,NO,388,0,40,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-04-08,"Flexovit Usa, Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,YES,0,2148,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1992,1993-04-19,"Edler, John L. & John W.",Cattaraugus,PERRYSBURG,DAYTON,AKRON,0,0,1,0,0,0,YES,0,0,0,0,unknown,"PERRYSBURG, NY
(42.460246, -79.002177)"
1991,1992-04-21,"Sinclairville Petroleum, Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1991,1992-03-31,"Stedman Energy, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3350,0,0,GX,"HARMONY, NY
(42.074924, -79.486378)"
1991,1992-03-20,Villafrank & Wells,Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,5680,0,0,GK,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1992,1993-03-25,"Haught, Ralph",Allegany,INDEPENDENCE,FULMER VALLEY,FULMER VALLEY,15,0,0,0,0,0,NO,108,0,40,0,"OB,OC","INDEPENDENCE, NY
(42.088045, -77.781386)"
1991,1992-03-17,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,19,5,0,0,NO,0,32559,60,0,GK,"GERRY, NY
(42.194749, -79.250394)"
1992,1993-06-11,Brock-Acres Farm,Ontario,EAST BLOOMFIELD,EAST BLOOMFIELD,MEDINA,0,0,2,2,0,0,YES,0,0,0,0,unknown,"EAST BLOOMFIELD, NY
(42.895208, -77.434959)"
1992,1993-03-26,"Frey Well Drilling, Inc.",Erie,ELMA,ELMA,MEDINA,0,0,1,1,0,0,NO,0,203,0,203,GK,"ELMA, NY
(42.822476, -78.636722)"
1991,1992-04-01,TGX Corp.,Erie,AURORA,EAST AURORA,MEDINA,0,0,22,3,0,0,NO,0,40089,37,0,GK,"AURORA, NY
(42.753982, -76.70241)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,ELLICOTT,LAKESHORE,MEDINA,0,0,4,0,0,0,NO,0,13745,75,0,GX,"ELLICOTT, NY
(42.734402, -78.731697)"
1991,1992-02-25,Perkins & Gondree,Erie,BRANT,BRANT-EDEN,MEDINA,0,0,3,1,0,0,NO,0,4815,11,0,GK,"BRANT, NY
(42.58859, -79.044449)"
1992,1993-05-17,Cotter Merchandise Storage Co.,Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,195,0,0,unknown,"DAYTON, NY
(42.399022, -79.003431)"
1991,1992-02-27,United States Gypsum Co.,Wyoming,BENNINGTON,DANLEY CORNERS,MEDINA,0,0,80,2,0,0,NO,0,291812,1680,0,GR,"BENNINGTON, NY
(42.837023, -78.397809)"
1992,1993-04-09,"Copper Ridge Oil, Inc.",Cattaraugus,HINSDALE,FIVE MILE,BRADFORD,4,0,0,0,0,0,NO,40,0,4,0,OB,"HINSDALE, NY
(42.167652, -78.387981)"
1992,1993-04-09,"20 Bliss Street, Inc.",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,4,0,0,0,NO,0,10218,26,10218,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1991,1992-04-02,"Pan Energy Company, Inc.",Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,2906,0,0,GK,"PEMBROKE, NY
(42.997549, -78.435048)"
1992,1993-03-25,"Crossley, Robert L",Chautauqua,POLAND,MUD CREEK,UPPER DEVONIAN,0,0,1,0,0,0,YES,0,8,0,8,unknown,"POLAND, NY
(43.226463, -75.062063)"
1992,1993-04-29,All Saints Lutheran Church,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,YES,0,379,0,0,unknown,"HAMBURG, NY
(42.723291, -78.839026)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,3461,858,0,GX,"HARMONY, NY
(42.074924, -79.486378)"
1992,1993-04-07,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,RICHBURG,3,0,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-12,"Atkinson, James W. & Patricia",Oswego,RICHLAND,PULASKI,TRENTON,0,0,1,0,0,0,YES,0,1,0,0,unknown,"RICHLAND, NY
(43.569271, -76.050218)"
1991,1992-02-05,"Yonker, Gary J. & Rosemary A.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,195,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1992,1993-03-30,CNG Transmission Corp.,Livingston,LEICESTER,LEICESTER,MEDINA,0,0,3,0,0,0,NO,0,834,0,834,GI,"LEICESTER, NY
(42.772104, -77.898295)"
1992,1993-03-30,Great Lakes Conf. of the Evangelical Covenant,Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,818,0,0,unknown,"ELLERY, NY
(42.159868, -79.393216)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,FRENCH CREEK,LAKESHORE,MEDINA,0,0,36,6,0,0,NO,0,53792,3870,0,GX,"FRENCH CREEK, NY
(42.053599, -79.703602)"
1992,1993-06-18,"Christina Resources, Inc.",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,2,0,0,0,0,0,NO,9,0,0,0,unknown,"ANDOVER, NY
(42.156405, -77.795231)"
1992,1993-04-20,"Boice, Jessica E.",Chautauqua,POMFRET,UNNAMED,DEVONIAN SHALE,0,0,1,0,0,0,YES,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1992,1993-06-09,"Bucher, William C",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,8,0,0,0,0,0,NO,64,0,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1991,1992-03-23,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,7,0,0,0,2,0,NO,386,150,280,0,OB,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1992,1993-04-30,Altimus & Associates,Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,2755,1,2755,GK,"PORTLAND, NY
(42.379838, -79.467344)"
1992,1993-04-07,"F & G Exploration, LLC",Cayuga,AURELIUS,WEST AUBURN,QUEENSTON,0,0,2,0,0,0,NO,0,16729,0,16729,GB,"AURELIUS, NY
(42.924099, -76.5588)"
1991,1992-04-03,Regal Energy Limited,Erie,NORTH COLLINS,BRANT-EDEN,MEDINA,0,0,5,0,0,0,NO,0,9662,40,0,"GK,GX","NORTH COLLINS, NY
(42.595159, -78.940951)"
1992,1993-05-12,"Ardent Resources, Inc.",Ontario,GENEVA,BENTON RUN,MEDINA-QUEENSTON,0,0,2,1,0,0,NO,0,1690,0,1690,GI,"GENEVA, NY
(42.867972, -76.985573)"
1991,1992-03-10,"Woodward Pipeline, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,23,0,0,0,NO,0,34378,345,0,GU,"EDEN, NY
(42.652413, -78.896936)"
1992,1993-04-08,"Anderson, Floyd E.",Livingston,YORK,UHLEY CORNERS-CALEDONIA,MEDINA,0,0,1,0,0,0,YES,0,1,0,1,unknown,"YORK, NY
(42.871099, -77.885584)"
1992,1993-04-22,"Engx, Inc.",Chautauqua,STOCKTON,LAKESHORE,MEDINA,0,0,2,0,0,0,YES,0,10926,0,10926,GK,"STOCKTON, NY
(42.316097, -79.359685)"
1992,1993-04-12,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,NAPLES,MARCELLUS,0,0,3,8,0,0,YES,0,219,0,219,unknown,"NAPLES, NY
(42.613423, -77.403828)"
1991,1992-02-14,"Ripley State Line Truck Stop, Inc.",Chautauqua,RIPLEY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,100,0,0,unknown,"RIPLEY, NY
(42.266859, -79.710476)"
1992,1993-03-25,"Apex Resources,  Inc.",Allegany,BOLIVAR,RICHBURG,RICHBURG,0,1,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-27,"GFS Energy, Inc.",Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,NO,0,14183,0,13790,GK,"DARIEN, NY
(42.902048, -78.350767)"
1992,1993-06-11,"Hemlock Oil & Gas Co., Inc.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,20,0,0,0,0,0,NO,1115,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-05-12,"Ardent Resources, Inc.",Yates,BENTON,NORTH PENN YAN,QUEENSTON,0,0,6,0,0,0,NO,0,12950,0,12950,GI,"BENTON, NY
(42.717561, -77.049243)"
1992,1993-04-07,"Allen, Lillian B",Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,1,0,0,0,0,0,NO,88,0,0,0,OC,"WELLSVILLE, NY
(42.120693, -77.946058)"
1992,1993-04-08,"Duntley, Kevin R. and Luise",Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"DAYTON, NY
(42.399022, -79.003431)"
1991,1992-03-24,"Ruch, Jack E.",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"WESTFIELD, NY
(42.324884, -79.573821)"
1992,1993-04-30,"Desert Gas Exploration, Inc.",Chautauqua,GERRY,GERRY-CHARLOTTE,ONONDAGA,0,0,1,0,0,0,NO,0,2017,210,2017,GX,"GERRY, NY
(42.194749, -79.250394)"
1992,1993-03-26,"Dubisz, Lorraine",Erie,ELMA,BUFFALO CREEK,MEDINA,0,0,1,0,0,0,YES,0,161,0,161,unknown,"ELMA, NY
(42.822476, -78.636722)"
1991,1992-01-17,"Peterson, Donald W. & L. Janet",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1992,1993-06-10,Baker & Odonnell Dev. Co.,Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,0,1,0,0,0,0,NO,0,0,0,0,unknown,"ANDOVER, NY
(42.156405, -77.795231)"
1992,1993-04-19,Buchanan & Hatch Oil Co.,Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,2,0,0,0,0,0,NO,77,0,10,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1992,1993-04-06,"Empire Exploration, Inc.",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,9994,0,9994,GK,"WESTFIELD, NY
(42.324884, -79.573821)"
1991,1992-01-13,"Overbagh, Malcolm & Sharon",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1991,1992-04-10,Texas Meridian Operating Co.,Cattaraugus,RANDOLPH,LAKESHORE,MEDINA,0,0,12,0,0,0,NO,0,34533,50,0,GX,"RANDOLPH, NY
(42.161398, -78.978764)"
1991,1992-03-27,"Subsea Oil & Gas, Inc.",Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,6,0,0,0,NO,0,30357,50,0,GK,"PEMBROKE, NY
(42.997549, -78.435048)"
1992,1993-04-06,"Goater, Kenneth A",Niagara,LEWISTON,SANBORN,MEDINA,0,0,1,0,0,0,YES,0,1500,0,0,unknown,"LEWISTON, NY
(43.172418, -79.035784)"
1991,1992-04-01,TGX Corp.,Erie,ORCHARD PARK,ORCHARD PARK-HAMBURG,MEDINA,0,0,5,0,0,0,NO,0,5030,20,0,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1991,1992-02-19,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,ONONDAGA-ORISKANY,0,0,0,3,0,0,INACTIVE,0,0,0,0,unknown,"CARROLLTON, NY
(42.023289, -78.628438)"
1992,1993-04-27,"GFS Energy, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,16142,300,16142,GK,"HARMONY, NY
(42.074924, -79.486378)"
1992,1993-04-27,"GFS Energy, Inc.",Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,5,0,0,0,NO,0,6285,50,5719,GK,"COVINGTON, NY
(42.853421, -78.010388)"
1991,1992-01-10,"Sena, Joseph R",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1991,1992-03-17,"Universal Resources Holdings, Incorporated",Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,0,0,0,0,NO,0,0,0,0,unknown,"DUNKIRK, NY
(42.481338, -79.333958)"
1991,1992-03-25,U S Energy Development Corp.,Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,12,0,0,0,NO,0,43846,378,0,"GH,GK","GERRY, NY
(42.194749, -79.250394)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1992,1993-04-09,"Bounty Group, Inc.",Chautauqua,NORTH HARMONY,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1991,1992-03-06,"Shields, Timothy R. & Donnalee F.",Cattaraugus,RANDOLPH,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,300,0,0,unknown,"RANDOLPH, NY
(42.161398, -78.978764)"
1992,1993-04-09,"20 Bliss Street, Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,6390,15,6390,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-04-02,B B & K Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,11,0,0,0,0,0,NO,1231,0,0,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1991,1992-04-03,Smith & Forness,Allegany,GENESEE,RICHBURG,RICHBURG,1,3,0,0,0,0,NO,325,10,250,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1992,1993-03-25,"Alden Aurora Gas Co.,  Inc.",Erie,CLARENCE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,2664,0,2419,GK,"CLARENCE, NY
(42.980973, -78.587248)"
1992,1993-04-22,"Engx, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,ONONDAGA-BASS ISLAND,0,2,0,0,0,0,INACTIVE,0,0,0,0,OA,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1991,1992-03-27,"Yorel Energy, Inc.",Genesee,LE ROY,UHLEY CORNERS-CALEDONIA,MEDINA,0,0,5,0,0,0,NO,0,9239,63,0,GX,"LE ROY, NY
(42.977677, -77.987588)"
1992,1993-03-30,CNG Transmission Corp.,Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"COVINGTON, NY
(42.853421, -78.010388)"
1992,1993-04-09,"20 Bliss Street, Inc.",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,13,0,0,0,NO,0,22003,0,22003,GK,"POMFRET, NY
(42.439996, -79.331441)"
1992,1993-04-28,Frontier Central School,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,4,0,0,0,YES,0,14312,81,0,unknown,"HAMBURG, NY
(42.723291, -78.839026)"
1992,1993-04-06,"Geo Ventures, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,1,0,0,0,NO,0,2372,0,2372,GK,"EDEN, NY
(42.652413, -78.896936)"
1992,1993-04-05,CNG Transmission Corp.,Chautauqua,CLYMER,LAKESHORE,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"CLYMER, NY
(42.02082, -79.629966)"
1992,1993-03-26,"Becker, John",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1991,1992-04-17,"Red Oak Petroleums, Inc.",Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,5,0,0,0,0,0,NO,621,0,62,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-03-26,"Clarence Research Park, Inc.",Erie,CLARENCE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,604,1,0,unknown,"CLARENCE, NY
(42.980973, -78.587248)"
1992,1993-06-09,"Carls, Kevin D",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,22,0,0,0,0,0,NO,140,0,767,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-04-02,"Elliott, Virginia L.",Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,4,1,0,0,0,0,NO,40,0,0,0,"OB,OC","WELLSVILLE, NY
(42.120693, -77.946058)"
1992,1993-03-25,"D'Antoni, Vincenzo",Steuben,GREENWOOD,UNNAMED,FULMER VALLEY,0,0,1,0,0,0,YES,0,0,6,0,unknown,"GREENWOOD, NY
(42.135169, -77.648495)"
1991,1992-04-01,TGX Corp.,Erie,SARDINIA,SARDINIA,MEDINA,0,0,4,0,0,0,NO,0,5352,0,0,GK,"SARDINIA, NY
(42.541044, -78.508184)"
1991,1992-03-19,T.M. Quaintance Crude Oil Production,Allegany,ALMA,RICHBURG,RICHBURG,19,0,0,0,0,0,NO,324,0,0,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1992,1993-06-10,"Davidson, Andrew & Dorothy",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,200,0,0,unknown,"WESTFIELD, NY
(42.324884, -79.573821)"
1992,1993-04-09,"Chautauqua Energy, Inc.",Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,4211,0,3211,GX,"DAYTON, NY
(42.399022, -79.003431)"
1992,1993-03-25,Cps,Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,9435,0,9435,GX,"DUNKIRK, NY
(42.481338, -79.333958)"
1992,1993-04-02,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,RICHBURG,1,12,0,0,0,0,NO,97,0,196,0,OC,"SCIO, NY
(42.171429, -77.97865)"
1992,1993-03-25,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,2752,0,2475,GN,"DARIEN, NY
(42.902048, -78.350767)"
1992,1993-03-26,"Frey Well Drilling, Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,2,1,0,0,NO,0,2500,0,2200,GK,"ALDEN, NY
(42.900146, -78.4922)"
1991,1992-02-12,"Rasmussen, Ronnie O.",Seneca,FAYETTE,FAYETTE-WATERLOO,MEDINA-QUEENSTON,0,0,1,0,0,0,YES,0,100,0,0,unknown,"FAYETTE, NY
(42.831987, -76.847469)"
